domain,Organization,email_pattern
legal-works.co.uk,Legal Works Recruitment Ltd,{firstname}.{lastname}@{domain}
leonardocompany.com,Leonardo,{firstname}.{lastname}@{domain}
level3.com,Level 3 Communications,{firstname}.{lastname}@{domain}
lexisnexis.co.uk,LexisNexis,{firstname}.{lastname}@{domain}
lexmark.com,Lexmark,{firstname}.{lastname}@{domain}
lff.lu,Luxembourg for Finance,{firstname}.{lastname}@{domain}
lgi-consulting.com,LGI Consulting,{firstname}.{lastname}@{domain}
lgim.com,L&G - Legal & General,{firstname}.{lastname}@{domain}
lgt.com,LGT Fund Management Company Ltd.,{firstname}.{lastname}@{domain}
libertatio.com,Libertatio,{firstname}.{lastname}@{domain}
libertyglobal.com,Liberty Global,{firstname}.{lastname}@{domain}
lidl.com,LIDL,{firstname}.{lastname}@{domain}
liffe.com,Euronext,{firstname}.{lastname}@{domain}
lightingeurope.org,LightingEurope,{firstname}.{lastname}@{domain}
lilly.com,Lilly,{firstname}.{lastname}@{domain}
lionstep.com,Lionstep,{firstname}.{lastname}@{domain}
liontrust.co.uk,Liontrust Asset Management ,{firstname}.{lastname}@{domain}
lisboncouncil.net,The Lisbon Council,{firstname}.{lastname}@{domain}
litus.eu,LITUS ADVISORY SA,{firstname}.{lastname}@{domain}
ljse.si,LJSE - Ljubana Stock Exchange,{firstname}.{lastname}@{domain}
lka.org.lv,LKA,{firstname}.{lastname}@{domain}
lkf.ee,Estonian Insurance Association,{firstname}.{lastname}@{domain}
llodsbanking.com,Lloyds Banking Group,{firstname}.{lastname}@{domain}
lloyds.com,Lloyds Banking Group,{firstname}.{lastname}@{domain}
lloydsbanking.com,Lloyds Banking Group,{firstname}.{lastname}@{domain}
lloydsbankinggroup.com,Lloyds Banking Group,{firstname}.{lastname}@{domain}
lma.eu.com,LMA - Loan Market Association,{firstname}.{lastname}@{domain}
lmarks.com,L Marks,{firstname}.{lastname}@{domain}
lme.com,,{firstname}.{lastname}@{domain}
lo.se,ETUC - European Trade Union Confederation,{firstname}.{lastname}@{domain}
logos-eu.com,LOGOS Public Affairs,{firstname}.{lastname}@{domain}
logos-eu.com ,LOGOS Public Affairs,{firstname}.{lastname}@{domain}
lombardrisk.com,Lombard Risk,{firstname}.{lastname}@{domain}
london.gov.uk,London's European Office,{firstname}.{lastname}@{domain}
lovestocks.co.uk,TradeCore,{firstname}.{lastname}@{domain}
loweurope.eu,LOWeurope,{firstname}.{lastname}@{domain}
loyensloeff.com,Loyens & Loeff,{firstname}.{lastname}@{domain}
lpea.lu,LPEA - Luxembourg Private Equity & Venture Capital Association,{firstname}.{lastname}@{domain}
lrf.se,LRF - The Federation of Swedish Farmers,{firstname}.{lastname}@{domain}
ltu.se,Luleå University of Technology,{firstname}.{lastname}@{domain}
lu.ey.com,Ernst & Young,{firstname}.{lastname}@{domain}
lu.pwc.com,PwC - PricewaterhouseCoopers,{firstname}.{lastname}@{domain}
luk-fh.de,LuK Fahrzeug-Hydraulik,{firstname}.{lastname}@{domain}
luminasllc.com,"Luminas, LLC",{firstname}.{lastname}@{domain}
lumoadvice.com,lumo Advice,{firstname}.{lastname}@{domain}
lusis.com,Lusis,{firstname}.{lastname}@{domain}
luther-lawfirm.com,Rechtsanwalt Ergänzungsstudium Wirtschaftsrecht,{firstname}.{lastname}@{domain}
lv-bruessel.hessen.de,Permanent Representation of the State of Hessen to the EU,{firstname}.{lastname}@{domain}
lv-eu.nrw.de,Permanent Representation of North Rhine-Westphalia to the EU,{firstname}.{lastname}@{domain}
lv.niedersachsen.eu,Representation of Lower Saxony to the EU,{firstname}.{lastname}@{domain}
lv.pwc.com,PwC - PricewaterhouseCoopers,{firstname}.{lastname}@{domain}
lvmh.com,LVMH,{firstname}.{lastname}@{domain}
lw.com,Latham & Watkins,{firstname}.{lastname}@{domain}
lwadvokat.se,LindmarkWelinder,{firstname}.{lastname}@{domain}
lx-ey.com,EY,{firstname}.{lastname}@{domain}
"lx.ey.com
",EY,{firstname}.{lastname}@{domain}
lyb.com,LyondellBasell,{firstname}.{lastname}@{domain}
lydian.be,Lydian Lawyers,{firstname}.{lastname}@{domain}
lysios.eu,IEA - International Energy Agency,{firstname}.{lastname}@{domain}
lyxor.com,Lyxor Asset Management,{firstname}.{lastname}@{domain}
m7re.eu,M7 Real Estate Ltd,{firstname}.{lastname}@{domain}
maaf.fr,Maaf,{firstname}.{lastname}@{domain}
macfarlanes.com,Macfarlanes LLP,{firstname}.{lastname}@{domain}
macquarie.com,Macquarie Bank Ltd,{firstname}.{lastname}@{domain}
mae.etat.lu,Permanent Representation of Luxembourg to the EU,{firstname}.{lastname}@{domain}
magazinemedia.eu,European Magazine Media Association,{firstname}.{lastname}@{domain}
mahle.com,MAHLE International,{firstname}.{lastname}@{domain}
maif.fr,MAIF,{firstname}.{lastname}@{domain}
maif.fr.,MAIF,{firstname}.{lastname}@{domain}
mail.weir,Weir Minerals Netherlands,{firstname}.{lastname}@{domain}
mail.wind.it,IDH,{firstname}.{lastname}@{domain}
mainsysgroup.com,MAINSYS,{firstname}.{lastname}@{domain}
maitlandgroup.com,Maitland,{firstname}.{lastname}@{domain}
mako.com,Mako Global Derivatives Ltd,{firstname}.{lastname}@{domain}
man.com,Man,{firstname}.{lastname}@{domain}
man.com ,Man Group,{firstname}.{lastname}@{domain}
mandaracapital.com,Mandara,{firstname}.{lastname}@{domain}
mandg.co.uk,M&G Investement Management Ltd,{firstname}.{lastname}@{domain}
mandg.lu,M&G Investement Management Ltd,{firstname}.{lastname}@{domain}
mane.com,V. MANE Fils,{firstname}.{lastname}@{domain}
maqit.lu,Maqit,{firstname}.{lastname}@{domain}
mara.fi,MARA - The Finnish Hospitality Association,{firstname}.{lastname}@{domain}
marketnews.com,,{firstname}.{lastname}@{domain}
markit.com,Markit Group Limited,{firstname}.{lastname}@{domain}
"markit.com
",IHS Markit,{firstname}.{lastname}@{domain}
markitserve.com,Markit Group Limited,{firstname}.{lastname}@{domain}
marks-and-spencer.com,Marks & Spencer plc,{firstname}.{lastname}@{domain}
marriott.com,Marriott,{firstname}.{lastname}@{domain}
mastercard.com,MasterCard,{firstname}.{lastname}@{domain}
materialise.be,Materialise,{firstname}.{lastname}@{domain}
mavenir.com,Mavenir Systems,{firstname}.{lastname}@{domain}
mavensecurities.com,Maven securities ,{firstname}.{lastname}@{domain}
mazars.co.uk,Mazars,{firstname}.{lastname}@{domain}
mazars.com,Mazars,{firstname}.{lastname}@{domain}
mazars.fr,Mazars,{firstname}.{lastname}@{domain}
mazars.lu,Mazars,{firstname}.{lastname}@{domain}
mbmcommercial.co.uk,MBM Commercial,{firstname}.{lastname}@{domain}
mbs.ac.uk,Global Governance in Audit,{firstname}.{lastname}@{domain}
mccannfitzgerald.com,McCann FitzGerald,{firstname}.{lastname}@{domain}
mce.eu,Management Centre Europe,{firstname}.{lastname}@{domain}
mdh.se,Mälardalen University,{firstname}.{lastname}@{domain}
mdsglobal.com,MDS Global,{firstname}.{lastname}@{domain}
mdxtechnology.com,MDX Technology Limited,{firstname}.{lastname}@{domain}
me.etat.lu,Ministère d'Etat Luxembourg,{firstname}.{lastname}@{domain}
med.uoc.gr,University of Crete,{firstname}.{lastname}@{domain}
media-stands.eu,Media Stand,{firstname}.{lastname}@{domain}
mediolanum.it,Banca Mediolanum,{firstname}.{lastname}@{domain}
medirectbank.be,MeDirect Bank,{firstname}.{lastname}@{domain}
medtronic.com,Medtronic,{firstname}.{lastname}@{domain}
medunigraz.at,EASO - European Association for the Study of Obesity,{firstname}.{lastname}@{domain}
meduniwien.ac.at,IFSO,{firstname}.{lastname}@{domain}
mef.gov.it,"Ministry of Economy and Finance, Italy",{firstname}.{lastname}@{domain}
megos.com,Megos AG,{firstname}.{lastname}@{domain}
merckgroup.com,MERCK - ,{firstname}.{lastname}@{domain}
merckserono.net,Merck Serono SA - Geneva,{firstname}.{lastname}@{domain}
mercury.ch,Mercury Compliance AG,{firstname}.{lastname}@{domain}
meridenpaper.co.uk,Meriden Paper limited,{firstname}.{lastname}@{domain}
merlys.uk,Merlys,{firstname}.{lastname}@{domain}
merton.ox.ac.uk,University of Oxford,{firstname}.{lastname}@{domain}
metarom.be,Metorom Benelux,{firstname}.{lastname}@{domain}
metro.de,Metro AG,{firstname}.{lastname}@{domain}
mf-rs.si,Ministry for Finance of Slovenia,{firstname}.{lastname}@{domain}
mf.gov.pl,Ministry of Finance,{firstname}.{lastname}@{domain}
"mf.gov.pl
",,{firstname}.{lastname}@{domain}
mfa.ee,Permanent Representation of Estonia to the EU,{firstname}.{lastname}@{domain}
mfa.ee ,Permanent Representation of Estonia to the EU,{firstname}.{lastname}@{domain}
mfa.gov.hu,Permanent Representation of Hungary to the EU,{firstname}.{lastname}@{domain}
mfa.gov.lv,Permanent Representation of Latvia to the EU,{firstname}.{lastname}@{domain}
mfa.gov.ua,Mission of Ukraine to the EU,{firstname}.{lastname}@{domain}
mfa.md ,Mission of Moldova to the EU,{firstname}.{lastname}@{domain}
mfa.no,Mission of Norway to the EU,{firstname}.{lastname}@{domain}
mfcr.cz,"Ministry of Finance, Czech Republic",{firstname}.{lastname}@{domain}
mfex.com,MFEX,{firstname}.{lastname}@{domain}
mfin.hr,Ministry of Finance ,{firstname}.{lastname}@{domain}
mfinante.gov.ro,Ministry of Public Finance  ,{firstname}.{lastname}@{domain}
mfinante.ro,Ministry of Public Finance Romania,{firstname}.{lastname}@{domain}
mfsa.mt,Malta Financial Services Authority,{firstname}.{lastname}@{domain}
mfsr.sk,Permanent representation of the Slovák Republic to the EU,{firstname}.{lastname}@{domain}
mha-executive.com,MHA Executive,{firstname}.{lastname}@{domain}
mhpc.com,MHP Communications,{firstname}.{lastname}@{domain}
micvlaanderen.be,Microsoft,{firstname}.{lastname}@{domain}
mil.be,Belgian Defence,{firstname}.{lastname}@{domain}
milieu.be,Milieu Ltd,{firstname}.{lastname}@{domain}
millenniumbcp.pt,Millennium bcp,{firstname}.{lastname}@{domain}
minbuza.nl,Permanent Representation of the Netherlands to the EU,{firstname}.{lastname}@{domain}
minbuza.nl ,Mission of the Netherlands to the EU,{firstname}.{lastname}@{domain}
mindtickle.com,Mindtickle,{firstname}.{lastname}@{domain}
ministryofsound.com,Ministry of Sound,{firstname}.{lastname}@{domain}
minsoc.fed.be,Office Federal Minister of Public Health,{firstname}.{lastname}@{domain}
miplc.de,MIPLC - Munich Intellectual Property Law Center,{firstname}.{lastname}@{domain}
mirova.com,Mirova,{firstname}.{lastname}@{domain}
mise.gov.it,"ISCTI - Istituto Superiore delle
Comunicazioni e delle Tecnologie
dell’Informazione",{firstname}.{lastname}@{domain}
miuraregtech.com,Miura Regtech,{firstname}.{lastname}@{domain}
mizuho-cb.co.jp,Mizuho Corporate Bank,{firstname}.{lastname}@{domain}
mizuhogroup.com,Mizuho,{firstname}.{lastname}@{domain}
mjhudson.com,MJ Hudson,{firstname}.{lastname}@{domain}
mkm.ee,Permanent Representation of Estonia to the EU,{firstname}.{lastname}@{domain}
mlaw.co.uk,M Law,{firstname}.{lastname}@{domain}
mll-legal.com,Meyerlustenberger Lachenal,{firstname}.{lastname}@{domain}
mnb.hu,National Bank of Hungary,{firstname}.{lastname}@{domain}
mne.pt ,Permanent Representation of Portugal to the EU,{firstname}.{lastname}@{domain}
mobeyforum.org,Mobey Forum,{firstname}.{lastname}@{domain}
mobiliar.ch,Die Mobiliar,{firstname}.{lastname}@{domain}
mobisoft.fi,Mobisoft Oy,{firstname}.{lastname}@{domain}
mobistar.be,Mobistar,{firstname}.{lastname}@{domain}
mofa.go.jp,"Mission of Japan to the EU 
",{firstname}.{lastname}@{domain}
mofnet.gov.pl,Ministry of Finance of Poland,{firstname}.{lastname}@{domain}
monard-dhulst.be,Monard-D'Hulst,{firstname}.{lastname}@{domain}
monash.edu,Monash University,{firstname}.{lastname}@{domain}
mondial-assistance-group.com,Mondial Assistance,{firstname}.{lastname}@{domain}
monexeurope.com,Monex Europe,{firstname}.{lastname}@{domain}
moneycorp.com,Moneycorp Technologies Limited,{firstname}.{lastname}@{domain}
moneyfarm.com,Moneyfarm,{firstname}.{lastname}@{domain}
moneyou.nl,Moneyou,{firstname}.{lastname}@{domain}
monroc.com,Monroc,{firstname}.{lastname}@{domain}
montepaschi.be,Banca Monte Paschi Belgio S.A.,{firstname}.{lastname}@{domain}
moodys.com,Moody's Investors Service,{firstname}.{lastname}@{domain}
moodys.com ,Moody's Investors Service,{firstname}.{lastname}@{domain}
morganstanley.com,Morgan Stanley,{firstname}.{lastname}@{domain}
morleyfm.com,Morley Fund Management,{firstname}.{lastname}@{domain}
morningstar.com,Morningstar,{firstname}.{lastname}@{domain}
motorola.com,Motorola,{firstname}.{lastname}@{domain}
mow.vlaanderen.be,Permanent Representation of Belgium to the EU,{firstname}.{lastname}@{domain}
mphasis.com,Mphasis,{firstname}.{lastname}@{domain}
msccruises.com,MSC Cruises,{firstname}.{lastname}@{domain}
mscgroup.com,MSC Cruises,{firstname}.{lastname}@{domain}
msci.com,MSCI,{firstname}.{lastname}@{domain}
msdinternational.com,MSD International Limited,{firstname}.{lastname}@{domain}
msg-gillardon.de,MSGGillardon,{firstname}.{lastname}@{domain}
msz.gov.pl,Permanent Representation of Poland to the EU,{firstname}.{lastname}@{domain}
mt.pwc.com,PwC - PricewaterhouseCoopers,{firstname}.{lastname}@{domain}
mtk.fi,MTK - Central Union of Agricultural Producers and Forest Owners ,{firstname}.{lastname}@{domain}
mtu.gov.hu,The Hungarian National Tourist Agency,{firstname}.{lastname}@{domain}
multipayglobal.com,MultiPay Group,{firstname}.{lastname}@{domain}
munich-airport.de,"FMG





 - Flughafen München GmbH",{firstname}.{lastname}@{domain}
municipalwasteeurope.eu,MWE - Municipal Waste Europe,{firstname}.{lastname}@{domain}
mvep.hr,Permanent Representation of Croatia to the EU,{firstname}.{lastname}@{domain}
mwhglobal.com,MWH sa/nv,{firstname}.{lastname}@{domain}
mxns.com,BioFORTIS,{firstname}.{lastname}@{domain}
mzv.sk,Permanent Representation of Slovakia to the EU,{firstname}.{lastname}@{domain}
n-square.eu,N-square Consulting,{firstname}.{lastname}@{domain}
n-va.be,Flander’s government ,{firstname}.{lastname}@{domain}
n26.com,N26,{firstname}.{lastname}@{domain}
nab.com.au,National Australia Bank ,{firstname}.{lastname}@{domain}
nagarro.com,Nagarro,{firstname}.{lastname}@{domain}
nagler-company.com,Nagler & Company,{firstname}.{lastname}@{domain}
napf.co.uk,,{firstname}.{lastname}@{domain}
nasdaq.com,Nasdaq OMX,{firstname}.{lastname}@{domain}
natagora.net,Natagora ,{firstname}.{lastname}@{domain}
nationale-loterij,Loterij nationale,{firstname}.{lastname}@{domain}
nationalexpress.com,National Express,{firstname}.{lastname}@{domain}
nationalgrid.com,National Gas Transmission,{firstname}.{lastname}@{domain}
nationwide.co.uk,Nationwide,{firstname}.{lastname}@{domain}
natixis.com,Natixis,{firstname}.{lastname}@{domain}
natparl.ep.europa.eu,Tweede Kamer der Staten-Generaal,{firstname}.{lastname}@{domain}
natwestmarkets.com,Natwest Capital Markets Limited,{firstname}.{lastname}@{domain}
nautadutilh.com,NautaDutilh,{firstname}.{lastname}@{domain}
nb.com,Neuberger Berman,{firstname}.{lastname}@{domain}
nbb.be,National Bank of Belgium,{firstname}.{lastname}@{domain}
nbg.com.mt,NBG Bank Malta,{firstname}.{lastname}@{domain}
nbp.pl,National Bank of Poland,{firstname}.{lastname}@{domain}
nbs.sk,,{firstname}.{lastname}@{domain}
nch.com,NCH Europe,{firstname}.{lastname}@{domain}
ncia.nato.int,NATO Communications and Information Agency,{firstname}.{lastname}@{domain}
necc.co.uk,,{firstname}.{lastname}@{domain}
needlestrategy.com,,{firstname}.{lastname}@{domain}
neofinance.com,Enlight Research OU,{firstname}.{lastname}@{domain}
nesta.org.uk,Nesta,{firstname}.{lastname}@{domain}
neste.com,Neste,{firstname}.{lastname}@{domain}
netcetera.com,Netcetera,{firstname}.{lastname}@{domain}
netmania-it.com,Netmania IT Limited,{firstname}.{lastname}@{domain}
netnumber.com,NetNumber,{firstname}.{lastname}@{domain}
networkersplc.com,Networkers International,{firstname}.{lastname}@{domain}
newholland.com,New Holland Agriculture,{firstname}.{lastname}@{domain}
nexbridge.co.uk,Nexbridge Communications Ltd,{firstname}.{lastname}@{domain}
nexi.it,Nexi,{firstname}.{lastname}@{domain}
nexigroup.com,Nexi Group,{firstname}.{lastname}@{domain}
nexxct.com,,{firstname}.{lastname}@{domain}
nf-int.org,NFI - Naturefriends International ,{firstname}.{lastname}@{domain}
nfu.org.uk,BAB - British Agriculture Bureau,{firstname}.{lastname}@{domain}
ngam.natixis.com,Natixis Asset Management,{firstname}.{lastname}@{domain}
ngg.net,NGG - Gewerkschaft Nahrung Genuss Gassstätten ,{firstname}.{lastname}@{domain}
ngva.eu,NGVA Europe (NGVA Europe),{firstname}.{lastname}@{domain}
ngvaeurope.eu,NGVA Europe,{firstname}.{lastname}@{domain}
nhoreiseliv.no ,NHO Reiseliv Servicekontoret,{firstname}.{lastname}@{domain}
nib.int,Nordic Investment Bank,{firstname}.{lastname}@{domain}
nibc.com,NIBC Bank,{firstname}.{lastname}@{domain}
nielsen.com,Nielsen,{firstname}.{lastname}@{domain}
nike.com,Nike,{firstname}.{lastname}@{domain}
nikkoam.com,Nikko Asset Management Europe Ltd,{firstname}.{lastname}@{domain}
ninetyone.com,Investec Asset Management,{firstname}.{lastname}@{domain}
nissan.co.uk,Nissan,{firstname}.{lastname}@{domain}
nit-kiel.de,NIT,{firstname}.{lastname}@{domain}
nlb.si,NLB,{firstname}.{lastname}@{domain}
nma.nl,,{firstname}.{lastname}@{domain}
nmanet.nl,NMA,{firstname}.{lastname}@{domain}
nnip.com,NN Investment Partners,{firstname}.{lastname}@{domain}
nokia.com,Nokia,{firstname}.{lastname}@{domain}
nokiantyres.com,Nokian Tyres,{firstname}.{lastname}@{domain}
nomura.com,Nomura Bank,{firstname}.{lastname}@{domain}
nord-stream.com,Nord Stream AG,{firstname}.{lastname}@{domain}
nordea.com,Nordea,{firstname}.{lastname}@{domain}
nordea.lu,Nordea,{firstname}.{lastname}@{domain}
nordicpa.se,Brysselkorrespondent TT,{firstname}.{lastname}@{domain}
nordicpayments.eu,P27 Nordic Payments,{firstname}.{lastname}@{domain}
nordlb.lu,NORD/LB Luxembourg S.A. Covered Bond Bank,{firstname}.{lastname}@{domain}
nordpoolgroup.com,Nord Pool,{firstname}.{lastname}@{domain}
nordzucker.de,Nordzucker AG,{firstname}.{lastname}@{domain}
norges-bank.no,Norges Bank,{firstname}.{lastname}@{domain}
norrtag.se,Norrtåg AB,{firstname}.{lastname}@{domain}
northsweden.eu,North Sweden European Office,{firstname}.{lastname}@{domain}
northsweden.org,North Sweden,{firstname}.{lastname}@{domain}
nortonrosefulbright.com,Norton Rose Fulbright,{firstname}.{lastname}@{domain}
nos.nl,NOS,{firstname}.{lastname}@{domain}
notar.or.at,Austrian Chamber of Civil Law Notaries,{firstname}.{lastname}@{domain}
novadip.com,Novadip Biosciences,{firstname}.{lastname}@{domain}
novartis.com,Novartis,{firstname}.{lastname}@{domain}
"novartis.com				",Novartis,{firstname}.{lastname}@{domain}
nove.eu,NOVE,{firstname}.{lastname}@{domain}
novelis.com,Novelis Europe,{firstname}.{lastname}@{domain}
nrb.org.np,NP Bank,{firstname}.{lastname}@{domain}
nrwbank.de,NRW.BANK,{firstname}.{lastname}@{domain}
nscglobal.com,nscglobal,{firstname}.{lastname}@{domain}
nsn.com,Nokia,{firstname}.{lastname}@{domain}
nttdata.com,NTT Data,{firstname}.{lastname}@{domain}
numericable.fr,Numericable,{firstname}.{lastname}@{domain}
nutricia.com,Nutricia Medical Nutrition,{firstname}.{lastname}@{domain}
nutshell.de,In A Nutshell,{firstname}.{lastname}@{domain}
nwbbank.com,NWB Bank,{firstname}.{lastname}@{domain}
nwu.ac.za,North West University South Africa,{firstname}.{lastname}@{domain}
ny.email.gs.com,Goldman Sachs,{firstname}.{lastname}@{domain}
nyse.com,Euronext,{firstname}.{lastname}@{domain}
nyumc.org,NYU Langone Health,{firstname}.{lastname}@{domain}
